16	67	0.16699999999999998
16	82	0.306
16	8	0.171
16	77	0.16899999999999998
16	79	0.194
16	3	0.25
16	78	0.161
16	29	0.765
16	4	0.305
16	72	0.304
16	5	0.307
16	1	0.21
16	15	0.408
16	19	0.215
16	43	0.231
16	74	0.407
16	2	0.277
16	54	0.321
16	50	0.188
16	21	0.275
16	41	0.215
16	31	0.48
16	22	0.247
16	0	0.236
16	24	0.185
16	7	0.333
16	55	0.229
16	76	0.165
16	66	0.483
16	6	0.28600000000000003
16	57	0.258
16	39	0.185
16	62	0.205
16	11	0.277
16	32	0.2
16	36	0.738
16	81	0.277
16	73	0.206
16	25	0.154
16	18	0.304
16	33	0.161
16	14	0.215
16	23	0.408
66	67	0.277
66	82	0.551
66	46	0.25
66	77	0.151
66	8	0.597
66	63	0.224
66	40	0.172
66	29	0.37
66	3	0.34700000000000003
66	4	0.407
66	72	0.483
66	20	0.648
66	45	0.188
66	5	0.462
66	28	0.307
66	56	0.16899999999999998
66	49	0.21
66	16	0.483
66	1	0.361
66	15	0.664
66	58	0.183
66	43	0.6409999999999999
66	19	0.327
66	2	0.385
66	54	0.725
66	70	0.24
66	74	0.531
66	50	0.192
66	41	0.34
66	21	0.424
66	9	0.472
66	22	0.277
66	26	0.358
66	52	0.304
66	68	0.177
66	0	0.217
66	31	0.31
66	12	0.289
66	24	0.287
66	44	0.239
66	17	0.468
66	7	0.5529999999999999
66	55	0.162
66	76	0.215
66	59	0.483
66	42	0.392
66	6	0.403
66	57	0.708
66	39	0.327
66	27	0.5329999999999999
66	62	0.276
66	32	0.6629999999999999
66	11	0.447
66	36	0.726
66	73	0.159
66	81	0.369
66	64	0.16899999999999998
66	61	0.33
66	14	0.408
66	25	0.472
66	33	0.324
66	23	0.703
66	18	0.439
51	14	0.339
51	33	0.34700000000000003
51	67	0.337
51	77	0.8220000000000001
51	82	0.705
51	46	0.355
51	40	0.716
51	3	0.375
51	20	0.278
51	72	0.342
51	29	0.28
51	4	0.279
51	45	0.277
51	25	0.16899999999999998
51	43	0.305
51	5	0.187
51	56	0.8290000000000001
51	49	0.188
51	15	0.258
51	19	0.38
51	11	0.185
51	2	0.206
51	54	0.365
51	28	0.449
51	70	0.252
51	74	0.345
51	50	0.374
51	71	0.441
51	41	0.199
51	22	0.396
51	9	0.277
51	26	0.977
51	0	0.343
51	31	0.441
51	12	0.355
51	32	0.248
51	76	0.505
51	44	0.21
51	17	0.171
51	7	0.151
51	47	0.237
51	42	0.15
51	57	0.501
51	6	0.7340000000000001
51	10	0.964
51	27	0.25
51	62	0.722
51	61	0.215
51	81	0.489
51	36	0.44
51	64	0.491
63	39	0.442
63	21	0.15
63	41	0.625
63	26	0.304
63	31	0.364
63	44	0.305
63	76	0.187
63	57	0.341
63	59	0.304
63	71	0.16899999999999998
63	10	0.21
63	67	0.345
63	77	0.181
63	40	0.211
63	3	0.159
63	72	0.574
63	29	0.4
63	4	0.198
63	20	0.447
63	1	0.241
63	56	0.229
63	80	0.206
63	2	0.205
63	50	0.504
63	9	0.304
63	0	0.19
63	55	0.177
63	17	0.228
63	7	0.3720000000000001
63	47	0.204
63	42	0.183
63	66	0.224
63	6	0.4
63	73	0.177
63	11	0.363
63	64	0.244
63	81	0.44
63	46	0.344
63	33	0.304
63	18	0.205
63	82	0.63
63	8	0.157
63	45	0.277
63	5	0.277
63	49	0.15
63	15	0.575
63	74	0.578
63	58	0.16399999999999998
63	43	0.43
63	19	0.305
63	70	0.28300000000000003
63	54	0.544
63	28	0.338
63	27	0.373
63	62	0.189
63	32	0.481
63	36	0.442
63	25	0.342
63	23	0.205
71	13	0.253
71	67	0.382
71	51	0.441
71	82	0.926
71	46	0.711
71	35	0.189
71	77	0.728
71	19	0.275
71	40	0.823
71	63	0.16899999999999998
71	3	0.16899999999999998
71	20	0.338
71	65	0.38
71	72	0.482
71	29	0.407
71	45	0.693
71	79	0.473
71	5	0.215
71	48	0.215
71	56	0.444
71	49	0.205
71	1	0.243
71	15	0.695
71	58	0.181
71	43	0.384
71	38	0.188
71	80	0.22
71	74	0.524
71	54	0.508
71	2	0.274
71	70	0.561
71	28	0.408
71	50	0.345
71	41	0.373
71	9	0.409
71	26	0.575
71	31	0.44
71	24	0.4920000000000001
71	55	0.159
71	17	0.225
71	44	0.415
71	7	0.28
71	47	0.274
71	76	0.66
71	42	0.188
71	57	0.303
71	6	0.718
71	39	0.277
71	36	0.505
71	10	0.455
71	27	0.393
71	30	0.443
71	32	0.53
71	11	0.3670000000000001
71	73	0.212
71	81	0.675
71	64	0.823
71	61	0.165
71	14	0.542
71	25	0.6729999999999999
71	23	0.204
71	33	0.364
71	18	0.205
23	67	0.364
23	28	0.392
23	54	0.51
23	44	0.312
23	77	0.304
23	50	0.379
23	70	0.181
23	74	0.628
23	71	0.204
23	82	0.574
23	21	0.4970000000000001
23	46	0.19
23	8	0.38
23	22	0.441
23	41	0.495
23	35	0.151
23	78	0.205
23	26	0.319
23	40	0.212
23	63	0.205
23	4	0.63
23	3	0.505
23	31	0.628
23	29	0.659
23	0	0.487
23	20	0.15
23	72	0.659
23	24	0.579
23	55	0.161
23	79	0.321
23	45	0.165
23	17	0.15
23	7	0.7140000000000001
23	48	0.215
23	53	0.17
23	5	0.659
23	76	0.41
23	42	0.199
23	16	0.408
23	49	0.211
23	1	0.441
23	56	0.277
23	66	0.703
23	57	0.63
23	6	0.573
23	39	0.4
23	15	0.6679999999999999
23	58	0.194
23	11	0.525
23	43	0.47
23	62	0.34700000000000003
23	30	0.15
23	13	0.504
23	19	0.443
23	32	0.408
23	36	0.8170000000000001
23	81	0.531
23	37	0.16899999999999998
23	73	0.255
23	25	0.7090000000000001
23	33	0.414
23	18	0.63
23	80	0.161
23	14	0.5770000000000001
23	2	0.52
59	67	0.25
59	82	0.838
59	46	0.16699999999999998
59	63	0.304
59	29	0.366
59	72	0.48
59	20	0.25
59	45	0.189
59	79	0.161
59	15	0.754
59	74	0.449
59	43	0.248
59	19	0.197
59	70	0.5429999999999999
59	80	0.153
59	54	0.7979999999999999
59	41	0.273
59	47	0.18600000000000005
59	9	0.151
59	26	0.151
59	31	0.24
59	24	0.185
59	44	0.151
59	17	0.17600000000000002
59	7	0.207
59	27	0.191
59	39	0.343
59	57	0.515
59	66	0.483
59	6	0.197
59	30	0.483
59	11	0.165
59	32	0.368
59	36	0.365
59	81	0.238
59	33	0.161
59	25	0.221
67	43	0.973
67	30	0.151
67	81	0.847
67	33	0.499
67	46	0.903
67	82	0.918
67	35	0.408
67	8	0.17
67	5	0.38
67	58	0.277
67	54	0.894
67	28	0.698
67	70	0.774
67	71	0.382
67	21	0.188
67	41	0.97
67	44	0.792
67	31	0.655
67	62	0.931
67	77	0.491
67	40	0.502
67	4	0.341
67	53	0.192
67	16	0.16699999999999998
67	12	0.277
67	60	0.589
67	9	0.442
67	0	0.925
67	68	0.539
67	17	0.341
67	55	0.412
67	66	0.277
67	11	0.682
67	64	0.48
67	73	0.278
67	18	0.63
67	14	0.277
67	51	0.337
67	78	0.443
67	45	0.981
67	79	0.304
67	48	0.275
67	49	0.412
67	15	0.8220000000000001
67	19	0.715
67	38	0.188
67	74	0.7170000000000001
67	22	0.161
67	52	0.189
67	26	0.505
67	76	0.491
67	34	0.244
67	27	0.6679999999999999
67	59	0.25
67	57	0.532
67	39	0.542
67	10	0.48
67	36	0.821
67	32	0.8909999999999999
67	61	0.971
67	23	0.364
67	69	0.182
67	63	0.345
67	20	0.589
67	3	0.271
67	72	0.908
67	29	0.823
67	1	0.305
67	56	0.53
67	13	0.277
67	37	0.205
67	80	0.3670000000000001
67	2	0.339
67	50	0.67
67	24	0.242
67	7	0.489
67	47	0.594
67	42	0.6579999999999999
67	6	0.8140000000000001
67	25	0.442
45	60	0.41
45	9	0.294
45	68	0.3670000000000001
45	0	0.913
45	17	0.21
45	23	0.165
45	36	0.664
45	32	0.481
45	61	0.938
45	67	0.981
45	42	0.515
45	80	0.159
45	2	0.272
45	47	0.633
45	7	0.341
45	6	0.483
45	81	0.44
45	33	0.28300000000000003
45	82	0.828
45	46	0.83
45	8	0.173
45	5	0.304
45	43	0.642
45	58	0.16899999999999998
45	54	0.777
45	28	0.38
45	70	0.71
45	71	0.693
45	41	0.29
45	31	0.277
45	44	0.364
45	62	0.929
45	25	0.264
45	27	0.304
45	66	0.188
45	11	0.614
45	64	0.442
45	14	0.19
45	73	0.219
45	18	0.181
45	51	0.277
45	49	0.191
45	15	0.536
45	19	0.312
45	74	0.7829999999999999
45	10	0.442
45	26	0.508
45	76	0.927
45	57	0.629
45	59	0.189
45	39	0.319
45	4	0.2
45	40	0.377
45	77	0.345
45	69	0.155
45	63	0.277
45	29	0.336
45	72	0.509
45	20	0.6779999999999999
45	1	0.519
45	56	0.535
45	13	0.182
24	54	0.407
24	41	0.424
24	67	0.242
24	28	0.277
24	71	0.4920000000000001
24	74	0.491
24	50	0.373
24	46	0.159
24	82	0.43
24	21	0.398
24	8	0.28800000000000003
24	22	0.277
24	26	0.268
24	77	0.304
24	3	0.408
24	40	0.198
24	20	0.152
24	0	0.306
24	31	0.63
24	29	0.6579999999999999
24	72	0.442
24	4	0.441
24	79	0.407
24	44	0.242
24	73	0.205
24	48	0.162
24	7	0.504
24	5	0.503
24	55	0.23
24	76	0.24
24	59	0.185
24	16	0.185
24	1	0.38
24	56	0.215
24	66	0.287
24	6	0.447
24	57	0.388
24	39	0.304
24	32	0.327
24	43	0.305
24	30	0.162
24	62	0.313
24	19	0.159
24	36	0.6509999999999999
24	11	0.442
24	81	0.305
24	18	0.442
24	37	0.237
24	14	0.306
24	33	0.277
24	23	0.579
24	2	0.443
27	32	0.924
27	62	0.484
27	11	0.768
27	36	0.731
27	64	0.256
27	81	0.708
27	61	0.16699999999999998
27	73	0.946
27	25	0.173
27	18	0.6709999999999999
27	33	0.632
27	14	0.153
27	67	0.6679999999999999
27	51	0.25
27	35	0.22
27	82	0.8220000000000001
27	46	0.6
27	3	0.545
27	8	0.458
27	77	0.448
27	78	0.303
27	40	0.345
27	63	0.373
27	72	0.8029999999999999
27	29	0.8290000000000001
27	4	0.662
27	20	0.179
27	79	0.29
27	45	0.304
27	48	0.926
27	5	0.763
27	53	0.257
27	1	0.779
27	49	0.47
27	56	0.409
27	15	0.252
27	58	0.304
27	43	0.682
27	19	0.513
27	13	0.28300000000000003
27	37	0.181
27	2	0.654
