cytokine,cell
SPP1,CL_0000134
IL1A,CL_0000622
IFNG,CL_0000647
IL27,CL_0000451
PF4,CL_0000084
CCL2,CL_0000632
TGFB1,CL_0000388
CCL2,CL_0000784
IL32,CL_0000136
TNFSF15,CL_0000625
CCL20,CL_0000235
GDF15,CL_0002627
HGF,CL_0000148
TGFB,CL_1000490
LECT1,CL_0000236
TGFB,CL_0002092
CCL6,CL_0000624
IFNG,CL_0000700
CCL15,CL_0000771
IL7,CL_0000514
IL23,CL_0000499
CXCL2,CL_0000182
IL10,CL_0000113
IL11,CL_0002563
CSF3,CL_0000839
FGF2,CL_0000223
IL1,CL_0000097
CCL25,CL_0000084
TNF,CL_0000546
CX3CL1,CL_0000235
IL10,CL_0000813
CD40LG,CL_0000820
IL6,CL_0000676
IFNA,CL_0000546
IL11,CL_0000128
IL1B,CL_0000911
FGF2,CL_0002224
RETN,CL_0000738
IL1RN,CL_0000235
EGF,CL_0002092
IL1B,CL_0002129
KITLG,CL_0000586
SPP1,CL_0000084
HGF,CL_0000632
IL4,CL_0000767
IL27,CL_0000546
IL17A,CL_0000169
IFNA,CL_0002034
IL27,CL_1000491
RETN,CL_0002619
OSM,CL_0000127
CSF2,CL_0002476
TGFB1,CL_0000700
CXCL12,CL_0000066
FGF2,CL_0000501
IL1RN,CL_0000540
CCL16,CL_0002139
IL10,CL_0000145
PF4,CL_0000034
CCL3,CL_0000127
TNFSF13B,CL_0000843
IFNG,CL_0000816
IL1B,CL_0000359
CCL4L2,CL_0000084
IFNA,CL_0000902
PDGFB,CL_0000359
CXCL16,CL_0000542
CXCL2,CL_0000540
IL17A,CL_0000182
IFNA,CL_0000771
IL17A,CL_0000066
IL21,CL_0000235
TGFB2,CL_0000134
CCL2,CL_0002477
FGF2,CL_0002092
KITLG,CL_0000451
IL10,CL_0000969
PF4,CL_0000632
FGF2,CL_1000497
IFNL1,CL_0000235
GDF15,CL_0000023
IL10,CL_0002322
IL16,CL_0000771
IL1B,CL_0000817
IL2,CL_0000169
IL5,CL_0000041
CCL21,CL_0000129
IL17,CL_0000625
IL18,CL_0000125
CCL25,CL_0000576
CSF2,CL_0000453
IL26,CL_0000623
IL34,CL_0000540
CCL6,CL_0000115
CSF1,CL_0000115
IFN1,CL_0000798
TGFB2,CL_0000545
CXCL2,CL_0000096
IL17A,CL_0000763
CXCL10,CL_0000236
CXCL14,CL_0000623
HGF,CL_0000312
PDGFA,CL_0000128
IL6,CL_0000351
IL12,CL_0000187
GDF15,CL_0002609
IFN1,CL_0000625
FGF2,CL_0000232
CXCL14,CL_0000084
IL11,CL_0000557
TGFB1,CL_1000497
IFNL2,CL_0000775
CCL6,CL_0000097
CCL5,CL_0000134
TGFB,CL_0000136
IL1,CL_0000034
IFNG,CL_0000794
PDGF,CL_0000061
IL19,CL_0002629
TGFA,CL_0000148
CCL7,CL_0000129
IL16,CL_0000576
TGF,CL_0000060
IL18,CL_0002425
IL6,CL_0000017
LTA,CL_0000499
IL10,CL_0000453
IL33,CL_0002483
TGFA,CL_0000100
IL15,CL_0000056
IL4,CL_0001035
TGFB,CL_0002367
IL6,CL_0002397
IL1RN,CL_0000775
IL1B,CL_0002410
PPBP,CL_0000771
TNFSF9,CL_0000545
IL1B,CL_0002543
TNFSF9,CL_0000235
LECT2,CL_0000576
CXCL8,CL_0000214
IL1RN,CL_0000182
IL17,CL_0000910
IL27,CL_0000092
TNFSF15,CL_0000738
EGF,CL_0000077
IL1B,CL_0000187
TGFB1,CL_0002372
IL2,CL_0000903
FGF2,CL_0002148
CCL2,CL_0000581
IL1B,CL_0002621
IL18,CL_0000542
CCL20,CL_0000451
LIF,CL_0002322
IL7,CL_0000814
TGFB1,CL_0000784
IL4,CL_0000826
GDF15,CL_0000216
IL17,CL_0000034
IFNA,CL_0000037
IL17,CL_0002063
TGFB1,CL_0000148
IL19,CL_0000890
CCL3,CL_0000911
CCL5,CL_0000771
IL22,CL_0000057
LECT2,CL_0000738
CSF2,CL_0000881
CXCL12,CL_0000322
IL19,CL_0000235
CCL18,CL_0000136
IL10,CL_0002188
IL6,CL_0000134
CXCL12,CL_0000048
CXCL1,CL_0000127
IL13,CL_0000492
IL9,CL_0000624
IL6,CL_0002231
IL7,CL_0000798
CCL26,CL_0000899
TGFB,CL_0000448
SPP1,CL_0000653
TGF,CL_0000792
IL6,CL_0000187
FGF2,CL_0002319
CCL2,CL_0000624
IL10,CL_0000860
RETN,CL_0000775
CCL15,CL_0000092
IL12,CL_0000815
IL21,CL_0000899
IL12,CL_0000782
IL1B,CL_0000542
IL12,CL_0000775
IFNG,CL_0002138
IL33,CL_0000135
IL7,CL_1001319
IL1,CL_0000037
IL9,CL_0000546
CXCL16,CL_0000738
IFNA,CL_0000787
CCL26,CL_0000763
IL23,CL_0000625
CCL21,CL_0000236
CCL19,CL_0000623
GDF15,CL_0000128
IL6,CL_0000453
IL34,CL_0000115
PF4,CL_0000122
IL4,CL_0000556
PPBP,CL_0000134
LIF,CL_0000056
IL6,CL_0000492
IL25,CL_0000451
CXCL16,CL_0000115
IFNG,CL_0000669
EPO,CL_0000057
CSF3,CL_0000586
Monocyte-CSF,CL_0000084
IFNA,CL_0000899
IL17A,CL_0000388
TGF,CL_0002327
IL23,CL_0000066
IL1,CL_0000837
IL2,CL_0000546
IFNA,CL_0000169
HGF,CL_0002619
CCL4,CL_0000624
IL6,CL_0000047
CXCL12,CL_0000792
IL21,CL_0000815
CCL15,CL_0000839
TGFB,CL_1001607
IL6,CL_0000120
THPO,CL_0000746
IL17,CL_0000037
IL4,CL_0002608
IFNG,CL_0000359
IL21,CL_0000787
FGF1,CL_0000129
IL1RN,CL_0000576
CCL5,CL_0000583
HGF,CL_0000763
CCL2,CL_0000676
CX3CL1,CL_0000540
IL13,CL_0000182
IL25,CL_0000792
CXCL8,CL_0000592
IL22,CL_0002368
IL32,CL_0000775
IL7,CL_0000062
PDGF,CL_0000669
HGF,CL_0000584
IL17,CL_0000233
TNF,CL_0000121
CX3CL1,CL_0000084
CD40LG,CL_0000784
IL33,CL_0000066
PDGFB,CL_0000214
IL18,CL_0000679
IL11,CL_0000746
CCL20,CL_0000037
IFNB1,CL_0000540
IL1A,CL_0000624
XCL1,CL_0002092
TNFSF9,CL_0000047
TNF,CL_0000889
CSF3,CL_0000062
GDF15,CL_0000137
TGFB2,CL_0002138
IL7,CL_0002033
CCL4,CL_0000057
TNF,CL_0000135
HGF,CL_0000738
PPBP,CL_0000545
TGFB,CL_0001042
LIF,CL_0000312
IL5,CL_0000820
CSF3,CL_0000351
IL2,CL_0000911
PDGFA,CL_0002224
IL10,CL_0000786
CXCL16,CL_0000625
TGFB,CL_0000669
IL1B,CL_0000584
IL13,CL_0000899
IL25,CL_0000863
CSF1,CL_0000893
CCL2,CL_1000497
IFNG,CL_0002322
PDGF,CL_0002544
CSF1,CL_0000037
TNFSF9,CL_0000792
IL1B,CL_1001567
PDGFB,CL_0000127
TGF,CL_0000815
IL17A,CL_0000125
IL2,CL_0002038
IFN1,CL_0000182
IL22,CL_0000623
IL10,CL_0000138
CCL4,CL_0000115
TGFB1,CL_0000137
IL12,CL_0000145
IFNA,CL_0000082
IL18,CL_0000236
TGFB,CL_0000545
CXCL8,CL_0000542
CXCL1,CL_0000096
SPP1,CL_0002548
IL1A,CL_0000912
EGF,CL_0000540
TGFB,CL_0000911
CCL11,CL_0000738
IL23,CL_0000235
CSF1,CL_0002372
IL5,CL_0000775
TGFB1,CL_0000451
TNF,CL_0000669
IL1,CL_0000362
IL21,CL_0000844
TGFB,CL_1000497
IL33,CL_1000488
CCL5,CL_0000097
IL17,CL_0000771
IL1B,CL_0000160
IL1RN,CL_0000746
IL1B,CL_0000545
TGFB1,CL_0000169
FGF2,CL_0000061
IL15,CL_0000576
IL18,CL_0000115
IL1B,CL_0000125
TGFB,CL_0000501
TGFB1,CL_0002563
IL11,CL_0000062
IL6,CL_0002079
IL17F,CL_0002139
MIF,CL_0000771
IL6,CL_0000145
IFNG,CL_0000798
CCL6,CL_0000084
TNFSF15,CL_0002061
FGF2,CL_0000542
CCL3,CL_0000767
GDF15,CL_0000623
CSF1,CL_0000746
IL23,CL_0000912
IL1,CL_0000545
IL15,CL_0000910
SPP1,CL_0000625
PF4V1,CL_0000115
TNFSF9,CL_0000542
CCL2,CL_0000077
IL6,CL_0002372
TGFB2,CL_0002609
CCL20,CL_0000792
IL9,CL_0000775
CXCL16,CL_0000084
TGFB2,CL_0000084
CCL2,CL_0000091
IL17A,CL_0000542
CCL2,CL_0000451
CXCL12,CL_0002138
CXCL8,CL_1001607
TGFB1,CL_0000061
CCL25,CL_0000542
IL6,CL_0002629
TGFB,CL_0000218
CXCL13,CL_0000624
IL1B,CL_0000575
CCL20,CL_0000911
TGFB,CL_0000581
TNFSF9,CL_0000815
IL21,CL_0000057
IL1A,CL_0000134
IL18,CL_0002483
CCL11,CL_0000546
TNF,CL_0000871
CSF2,CL_0000912
CSF2,CL_0000546
IL1B,CL_0000056
CXCL1,CL_0000115
IL22,CL_0000510
TGFB1,CL_0000559
IL4,CL_0000917
CCL20,CL_0002327
PF4,CL_0000576
CXCL8,CL_0000767
CXCL6,CL_0000236
IL22,CL_0000182
IL13,CL_0000546
IL1A,CL_0000910
CCL5,CL_0000169
CXCL8,CL_0002322
CCL21,CL_0000738
IL32,CL_0000235
IL6,CL_0000077
CCL18,CL_0000624
CSF2,CL_0000047
TNF,CL_0000362
CXCL13,CL_0000138
IFNB1,CL_0002138
CCL2,CL_0000233
IL15,CL_0000021
IL2,CL_0000034
IL22,CL_0000084
MIF,CL_0000746
CSF3,CL_0002608
CXCL8,CL_0000731
CXCL14,CL_0000738
CSF3,CL_0000129
IL34,CL_0000890
TNFSF8,CL_0000236
IL32,CL_0002328
CD40LG,CL_0000911
CCL7,CL_0000771
IL5,CL_0000542
IFNB1,CL_0000066
IL1B,CL_0000453
IL17,CL_0000122
IFNG,CL_0000912
CXCL12,CL_0000545
IL33,CL_0000779
CCL9,CL_0002092
IL2,CL_0000492
IL2,CL_0000451
HGF,CL_0007011
TNFSF14,CL_0000836
THPO,CL_0000037
CXCL8,CL_0000899
IL6,CL_0000558
TGFA,CL_0000057
IL17,CL_0000624
IL15,CL_0000312
EGF,CL_0000169
FGF1,CL_0002619
IL6,CL_0002092
CCL27,CL_0000624
IFNG,CL_0000047
IFNB1,CL_0000581
FGF2,CL_0000514
EPO,CL_0000084
IL1A,CL_0000623
CCL20,CL_0000062
IL1B,CL_0002138
TGFA,CL_1001607
TGFB1,CL_1001319
IL32,CL_0000624
IL1B,CL_0002608
CXCL8,CL_0000129
GDF15,CL_0000129
CCL22,CL_0000583
TNF,CL_0000449
IL35,CL_0000625
PPBP,CL_0000738
LTA,CL_0000542
TGFB1,CL_0000122
LTA,CL_0000057
IL1B,CL_0000622
TDGF1P3,CL_0000056
TGFA,CL_0000623
CXCL5,CL_0000115
CCL11,CL_0000611
CCL3,CL_0000632
IL18,CL_0000503
IL17A,CL_0002363
TGFA,CL_0000115
CCL22,CL_0000784
IL6,CL_0009004
IL1,CL_0000746
IFNA,CL_0000540
IL17,CL_0000384
CCL16,CL_0000771
IL33,CL_0000499
IL1,CL_0000125
IL3,CL_0000839
HGF,CL_0000451
IL16,CL_0000235
CCL15,CL_0000115
TGFB1,CL_0000135
CSF3,CL_0000081
IL2,CL_0000037
IL11,CL_0000359
TGFA,CL_0000235
IL9,CL_0000312
CXCL11,CL_0000542
IFNG,CL_0000763
CD70,CL_0000236
EPO,CL_0002144
IFNG,CL_0002224
IL17,CL_0000092
IL1,CL_0000786
TNF,CL_0000322
TGFB,CL_0002368
CXCL11,CL_0000625
PDGF,CL_0000062
TGFB,CL_0000765
IL4,CL_0000192
IL1B,CL_0000863
GDF15,CL_0002322
IL4,CL_0000092
IL4,CL_0002544
TNFSF9,CL_0000763
RETN,CL_0000182
MIF,CL_0000785
IFNG,CL_0000898
IL6,CL_0000815
EGF,CL_0000019
IL17,CL_0000125
IFNA2,CL_0000084
IL21,CL_0002563
CXCL12,CL_0000062
CCL2,CL_0002139
TGFB,CL_0000188
TDGF1P3,CL_0000034
IFNG,CL_0000442
IL23,CL_0001042
IL6,CL_0000037
OSM,CL_0000312
RETN,CL_0000359
TGFB2,CL_0000235
IL3,CL_0000576
IL23,CL_0002548
IL1B,CL_0000708
IL18,CL_0000066
HGF,CL_0000186
IL6,CL_0000584
IFNG,CL_0000362
IFNG,CL_0000844
TGFB1,CL_0000910
IL15,CL_0000814
IL1RN,CL_0000084
CXCL10,CL_0001041
CCL18,CL_0000542
CCL26,CL_0000129
CSF3,CL_0000624
HGF,CL_0000134
TGFA,CL_0000501
CCL26,CL_0000576
IL7,CL_0002563
TGFB,CL_0000909
EGF,CL_0000233
IL23,CL_0002620
PDGF,CL_0000037
IL4,CL_0002061
TNFSF14,CL_0000235
CXCL5,CL_0000096
IL12B,CL_0000129
IL10,CL_0000583
PDGFA,CL_0000057
HGF,CL_0000653
CXCL9,CL_0000623
RETN,CL_0000351
TNF,CL_0000911
IL6,CL_0000553
IL10,CL_0000127
IL2,CL_0000897
TNF,CL_0000584
CXCL10,CL_0000815
CCL2,CL_0000182
IL4,CL_0002322
IL6,CL_0000101
TGFB,CL_0002539
CXCL1,CL_1001319
IFNA,CL_0002062
IL33,CL_0002629
CD40LG,CL_0000129
IL6,CL_0000218
CXCL12,CL_0000624
CXCL12,CL_0000092
TNF,CL_0000815
TNF,CL_0000017
IL6,CL_0000125
CCL4,CL_0000576
CCL2,CL_0000545
IFNL3,CL_0000182
IL3,CL_0000100
HGF,CL_0000056
IL32,CL_0000623
IL1A,CL_0000236
TGFB,CL_0002410
CCL2,CL_0000192
IFNL3,CL_0000738
IL2,CL_0000653
CXCL12,CL_0000746
FGF1,CL_0000775
CCL2,CL_0002322
FGF2,CL_0000541
IL2,CL_0000077
CXCL10,CL_0002619
IL17,CL_0000127
CSF3,CL_0002319
CCL11,CL_0000624
CCL2,CL_0000047
IFNB1,CL_0000625
IL17,CL_0002148
LIF,CL_0000023
IL9,CL_0000160
TNF,CL_0001031
IL21,CL_0000890
CXCL8,CL_0000624
CSF1,CL_0000775
GDF15,CL_0000092
IFN1,CL_0000066
IL17,CL_0000097
CXCL12,CL_0000122
IL1RN,CL_0000236
TGFB1,CL_0001035
CCL3,CL_0000625
TGFB1,CL_0000771
IL4,CL_0000836
TGF,CL_0002231
CSF2,CL_0000499
TGFB,CL_0000798
CSF3,CL_0000899
HGF,CL_0000235
EPO,CL_0002327
IFNG,CL_0000558
IL17,CL_0000136
IL18,CL_0000767
IL10,CL_0000312
CXCL10,CL_0000169
TGFB,CL_0000178
LIF,CL_0000187
IL1,CL_0002319
CCL5,CL_0000792
SPP1,CL_0000775
IL2,CL_0000232
IL17A,CL_0000499
EGF,CL_0000084
CSF3,CL_0000451
IL17,CL_0002138
LTA,CL_0002365
IL4,CL_0000135
IL23,CL_0000545
IL13,CL_0002608
CCL2,CL_0000359
EPO,CL_0000128
TGFB,CL_0000449
FGF2,CL_0000306
IFNA,CL_0000128
TGFB1,CL_0000453
PPBP,CL_0000623
IL23A,CL_0000775
CXCL12,CL_0000584
TGFB,CL_0002622
IFNB1,CL_0002293
IL1,CL_0000192
CXCL12,CL_0000586
CCL3,CL_0000557
TNF,CL_0000037
SPP1,CL_0000115
IL6,CL_0000096
IL4,CL_0009004
IL6,CL_0000837
TNF,CL_0000178
TGFB,CL_0000187
IL9,CL_0000236
CCL21,CL_0000898
TGFB,CL_0002319
CSF1,CL_0000066
IL22,CL_0000815
IL23A,CL_0000899
IL1,CL_0002563
IL18,CL_0000091
IFNL1,CL_0000097
IFNA,CL_0000145
TGFB2,CL_0000066
TGFB1,CL_0000216
TNF,CL_0000120
IL17A,CL_0000037
IL32,CL_0000545
CXCL9,CL_0000738
CCL26,CL_0000813
CXCL10,CL_0000235
IL9,CL_0000819
CD40LG,CL_0000623
CXCL14,CL_0000775
HGF,CL_0000374
FGF1,CL_0002224
IL15,CL_0000092
IFNA,CL_0000786
CCL27,CL_0000034
TNF,CL_0002521
IL23,CL_0000236
IFNA,CL_0000127
CXCL12,CL_0002092
OSM,CL_0000062
FGF2,CL_0000065
EGF,CL_0000499
IL15,CL_0000738
FGF2,CL_0002322
TGFB2,CL_0002327
IL6,CL_0000129
IL15,CL_0000746
CCL7,CL_0000738
IL5,CL_0000235
IFNG,CL_0000148
LTA,CL_0000236
CSF1,CL_0002476
IL5,CL_0000815
CSF1,CL_0000019
IL17B,CL_0000057
EPO,CL_0000134
PPBP,CL_0000113
CKLF,CL_0000056
IL17B,CL_0000775
TNF,CL_0002138
CCL6,CL_0000057
IL32,CL_0000084
IL15,CL_0000973
CCL20,CL_0002061
MIF,CL_0000312
CXCL5,CL_0000235
IL1B,CL_0000813
IL27,CL_0000576
IL1,CL_0000763
CSF3,CL_0000623
IL17A,CL_0002548
CXCL8,CL_0000351
IL22,CL_0000911
TGF,CL_0002224
IL18,CL_0000092
IL6,CL_0000696
IL17,CL_0000066
TGFB1,CL_0002368
TNF,CL_0002140
TGFB2,CL_0000138
PDGFB,CL_0000632
CSF2,CL_0000893
EPO,CL_1000497
IL12B,CL_0000542
IFN1,CL_0000784
TNFSF13B,CL_0000576
IFNA,CL_0000034
RETN,CL_0002544
IFNA,CL_0000782
IFNL3,CL_0000236
IL15,CL_0000811
IL24,CL_0000148
CSF3,CL_0000218
CSF2,CL_0000624
IFNG,CL_0000990
TNFSF8,CL_0000775
IL2,CL_0002489
IL17A,CL_0000115
IL18,CL_0000581
CCL23,CL_0000576
CXCL12,CL_0000056
IL23,CL_0000623
IL31,CL_0000540
IFNG,CL_0000082
CXCL16,CL_0000233
IL27,CL_0000145
IL1B,CL_0000082
FGF2,CL_0002620
THPO,CL_0000034
CCL5,CL_0000084
IL25,CL_0002061
EGF,CL_0000542
TGFB,CL_0002548
IL1RN,CL_0000351
TGFB1,CL_0000738
IL35,CL_0000236
TNFSF15,CL_0000623
FGF2,CL_0002609
CSF2,CL_0002246
TGFB,CL_0000584
TNF,CL_0000969
IFNA,CL_0000057
IL27,CL_0000844
IL10,CL_0000557
CSF1,CL_0002393
IL18,CL_0000738
IL22,CL_0002322
TNFSF15,CL_0000115
IFNB1,CL_0000784
SPP1,CL_0000066
CXCL5,CL_0000037
IL1B,CL_0000312
HGF,CL_0002328
CCL5,CL_0000775
IL1B,CL_0000060
CXCL10,CL_0000092
TNF,CL_0000019
IL32,CL_0000125
IFNL2,CL_0000084
CCL19,CL_0000545
TGFB1,CL_0000899
THPO,CL_0000081
IL27,CL_0000901
IL7,CL_0000540
IL4,CL_0000795
IL12,CL_0000451
CXCL8,CL_0002410
CXCL12,CL_0000057
TNFSF15,CL_0000545
FGF1,CL_0000235
IL2,CL_0000763
TGFB1,CL_0000128
CCL1,CL_0002322
IL7,CL_0000897
IL1B,CL_0000158
IL6,CL_0000023
IL25,CL_0000784
CSF3,CL_0000134
TGFB1,CL_0000531
XCL1,CL_0000129
FGF2,CL_0000216
IL13,CL_0000034
IFNA,CL_1001319
IL1,CL_0002063
IL17,CL_0000890
TGFB1,CL_0000218
TGFB2,CL_0000127
CD40LG,CL_0000775
IL6,CL_0000575
IL20,CL_0000625
TGFB2,CL_0000581
CCL3L1,CL_0000771
IL3,CL_0002248
CXCL8,CL_0002368
TGFB1,CL_0000038
HGF,CL_1000746
CSF3,CL_0000546
IL4,CL_0000056
TGFB,CL_0001035
IL10,CL_0000094
EPO,CL_0000448
IFNA,CL_0000542
GDF15,CL_0000235
IL2,CL_0000129
SPP1,CL_0000057
IL17A,CL_0000546
CCL13,CL_0000235
CSF2,CL_0000148
TNF,CL_0002148
IL17,CL_0000499
CCL5,CL_0000125
CXCL9,CL_0000084
CSF2,CL_0000182
CCL6,CL_0002563
IL7,CL_0002419
CCL3,CL_0000233
TNF,CL_0000827
IL1A,CL_0000216
IL17A,CL_0002495
CCL20,CL_0000084
TGFB1,CL_0000160
IL7,CL_0000794
IL24,CL_0000312
CXCL8,CL_0000824
CD40LG,CL_0000787
TGFA,CL_0000202
TGFB1,CL_0000898
CXCL9,CL_0000911
IFNB1,CL_0000092
IL27,CL_0000115
TNFSF9,CL_0000581
TGFB,CL_0000849
CCL3,CL_0000786
IL1B,CL_0000322
IL1A,CL_0000122
PDGF,CL_0000134
CXCL10,CL_0000622
TNF,CL_0000779
LTA,CL_0000623
SPP1,CL_0000138
IL3,CL_0000062
TGFB1,CL_0002231
CXCL12,CL_0000499
TNF,CL_0000798
IL1RN,CL_0000096
IL6,CL_0002334
IL17A,CL_0000214
TGFB1,CL_0000178
CCL2,CL_1000490
FGF2,CL_0000700
FGF1,CL_0000084
IL6,CL_0002138
CSF2,CL_0000353
CXCL12,CL_0000120
IL33,CL_0000624
IL2,CL_0000787
EPO,CL_0000129
TGFB,CL_0000890
FGF2,CL_0000374
CD40LG,CL_0000136
CCL2,CL_0000034
TGFB,CL_0002521
IL13,CL_0000647
IL3,CL_0000451
GDF15,CL_0000584
FGF2,CL_0000586
PPBP,CL_0000084
IL4,CL_0002363
CSF3,CL_0000814
CCL26,CL_0000740
CD40LG,CL_0002544
OSM,CL_0000214
CCL2,CL_0000037
LECT2,CL_0000182
IL17F,CL_0000312
TNFSF4,CL_0000625
TGFB1,CL_0000384
IL6,CL_0002627
IFNB1,CL_0000148
IL6,CL_0002619
CD40LG,CL_0000898
TGFB1,CL_0002092
CCL2,CL_0000338
IL1B,CL_0000700
CSF2,CL_0000066
TNF,CL_0000232
CXCL8,CL_0000501
CCL15,CL_0000576
CCL18,CL_0000115
CSF1,CL_0000233
TNF,CL_0000216
TNF,CL_0002608
TNFSF4,CL_0000546
IL17A,CL_0000359
CSF3,CL_0000776
IL25,CL_0000359
IFN1,CL_0000738
CLCF1,CL_0000236
IL10,CL_0000912
IL15,CL_0000182
IFNB1,CL_0000910
CCL24,CL_0000351
IL7,CL_0000115
CXCL9,CL_0000771
TGFB,CL_0000556
IL15,CL_0000793
THPO,CL_0000540
IL34,CL_0000775
CXCL12,CL_0000625
RETN,CL_0000062
TGFB,CL_0000352
IFNB1,CL_0000969
GDF15,CL_0000057
TGFB,CL_0000586
PDGFA,CL_0000632
CCL25,CL_0000893
CXCL12,CL_0000023
IL1A,CL_0002240
IFNG,CL_0002586
IL6,CL_0002544
CSF2,CL_0000782
TGFB1,CL_0000214
IL10,CL_0000160
CCL6,CL_0000037
IL3,CL_0000546
XCL1,CL_0000625
IL17,CL_1001567
IL1B,CL_0000148
TNF,CL_1000491
TGFB1,CL_1001609
PDGFA,CL_0000127
IL6,CL_0000165
CCL2,CL_0000771
CSF1,CL_0000038
IL18,CL_0000057
IL22,CL_0002563
CSF1,CL_0000056
FGF1,CL_0000062
CCL23,CL_0000115
TGFB1,CL_0000188
CCL7,CL_0000127
IL1B,CL_0000145
TGFB2,CL_0000034
TGFB,CL_0000642
CXCL12,CL_0000094
IL10,CL_0000902
SPP1,CL_0000312
IL6,CL_0000646
IL17,CL_0000912
IL35,CL_0000792
OSM,CL_0000115
TGFB3,CL_0000134
IFNG,CL_0002477
TNF,CL_0002366
EPO,CL_0002609
EBI3,CL_0000625
TGFB,CL_0000451
IL21,CL_0000969
IL1,CL_0000557
TGFB,CL_0000632
HGF,CL_1000497
CCL4,CL_0000097
IFNG,CL_0000101
TNFSF15,CL_0000214
IFNG,CL_0000968
CD40LG,CL_0000794
IL6,CL_0000148
CCL4,CL_0000775
IL21,CL_0000990
CXCL12,CL_0000060
IL17A,CL_0000625
IL10,CL_0000809
CX3CL1,CL_0000092
IL1B,CL_0000581
IL27,CL_0002038
IFNG,CL_0000453
IL4,CL_0000540
IL18,CL_0000138
IFNG,CL_0000062
CD40LG,CL_0000115
CCL2,CL_0002397
IFNG,CL_0000795
TNF,CL_0002064
IL17,CL_0002139
IL9,CL_0000771
PDGFB,CL_0000037
TNFSF15,CL_0000235
IFNB1,CL_0000653
EGF,CL_0000623
CCL5,CL_0000746
PPBP,CL_0000625
TGFB1,CL_0000222
IL18,CL_0000187
IL12,CL_0002092
IL21,CL_0000897
TGFB1,CL_0002609
IFNG,CL_0000158
TNFSF9,CL_0000451
IFNG,CL_0000815
IFN1,CL_0000232
SPP1,CL_0000192
TNF,CL_1000497
IL2,CL_0002343
CXCL1,CL_0002138
IL27,CL_0000814
IL10,CL_0000784
CSF2,CL_0000134
FGF2,CL_0007010
TGF,CL_0000066
TNF,CL_0000101
TGFB1,CL_0002539
EGF,CL_1001319
IL5,CL_0000746
IFN1,CL_0000037
IL1B,CL_0002062
CCL21,CL_0000542
IL4,CL_0002629
TNFSF13,CL_0000236
TGFB,CL_0000060
IL7,CL_0000581
OSM,CL_0000499
TGFA,CL_0000125
IL17A,CL_0000134
CCL20,CL_0000545
TGFA,CL_0000499
IL10,CL_0000182
TNF,CL_0000100
IL15,CL_0000451
IL17F,CL_0000062
IL6,CL_0002139
CCL5,CL_0000499
TGFB1,CL_0002543
IL6,CL_0000015
CXCL2,CL_0000746
LIF,CL_0000792
CX3CL1,CL_0002322
CCL17,CL_0000178
THPO,CL_0000097
IFNA,CL_0000115
TGFB,CL_0000595
TNF,CL_0002621
CCL20,CL_0002563
IL12,CL_0000893
IL1A,CL_0000542
TDGF1P3,CL_0002322
FGF2,CL_0002138
TNF,CL_0000814
IL1,CL_0000216
IL13,CL_0000135
IFNG,CL_1001319
IL21,CL_0000794
TNF,CL_0000148
IL33,CL_0000890
IL1B,CL_0002328
CXCL9,CL_0000624
IL17A,CL_0000792
FGF2,CL_0002097
IL20,CL_0000115
IL18,CL_0000235
IL1A,CL_0000097
