,1-10,11-30,31-75,all
M-aupr,0.10585450875854938,0.4445184160692117,0.6501834699018382,0.17122529071531586
M-auc,0.6407060023476526,0.7397335247936125,0.7396100668259957,0.6571877614895253
aupr_list,"[0.11923013622322377, 0.07239240080470632, 0.04683023308997394, 0.05, 0.013513513513513514, 0.05363717823395243, 0.027777777777777776, 0.030330882352941176, 0.01694915254237288, 0.025057603686635944, 0.11437908496732026, 0.14285714285714285, 0.3688188663188663, 0.037037037037037035, 0.015151515151515152, 0.07695578231292517, 0.1483974358974359, 0.5735561142537886, 0.24755338747274228, 0.3120460491889063, 0.01020408163265306, 0.2865833468665981, 0.13676470588235295, 0.13533713200379868, 0.013888888888888888, 0.03571428571428571, 0.021978021978021976, 0.22236727359678177, 0.14279919642812644, 0.4222049170545411, 0.16452380952380952, 0.20189933523266856, 0.24919780183454796, 0.20911135647977752, 0.041666666666666664, 0.1407828282828283, 0.020833333333333332, 0.25807217473884136, 0.3667206449464514, 0.36874999999999997, 0.15555555555555556, 0.05086624128559612, 0.027777777777777776, 0.03571428571428571, 0.017241379310344827, 0.14285714285714285, 0.02277327935222672, 0.054334554334554336, 0.12037037037037036, 0.013513513513513514, 0.02858258430547587, 0.08986928104575163, 0.02085561497326203, 0.14285714285714285, 0.012195121951219513, 0.1111111111111111, 0.26976190476190476, 0.05844155844155844, 0.15334249084249085, 0.14285714285714285, 0.12158348187759951, 0.038461538461538464, 0.014492753623188406, 0.4846538865356069, 0.02838589981447124, 0.029411764705882353, 0.1877830305640383, 0.21775134785096834, 0.18414918414918413, 0.0992063492063492, 0.02659290502679463, 0.018867924528301886, 0.017857142857142856, 0.02222222222222222, 0.028160919540229885, 0.02564102564102564, 0.01801470588235294, 0.03603416552725308, 0.6072974644403215, 0.1938291137798527, 0.07738095238095237, 0.06906906906906907, 0.14351417552637064, 0.2905790694690126, 0.012658227848101266, 0.1270889336839884, 0.25, 0.04083333333333333, 0.036217948717948714, 0.17260412804350514, 0.01639344262295082, 0.13831519287164448, 0.3472222222222222, 0.1685099846390169, 0.017543859649122806, 0.013513513513513514, 0.029411764705882353, 0.04554255384694885, 0.14208823583823582, 0.2775183033019231, 0.02332112332112332, 0.13129237202127228, 0.08610576923076924, 0.0196078431372549, 0.015151515151515152, 0.3333333333333333, 0.015873015873015872, 0.02702702702702703, 0.023255813953488372, 0.017718880285884454, 0.02857142857142857, 0.023717948717948717, 0.05101963026491328, 0.1111111111111111, 0.20313651776500075, 0.22666091087985016, 0.024390243902439025, 0.4887960536339171, 0.0517948717948718, 0.0827838827838828, 0.047379032258064516, 0.038168458928154445, 0.36212905452035893, 0.46833908442604094, 0.26742424242424245, 0.012987012987012988, 0.06666666666666667, 0.08333333333333333, 0.1, 0.015384615384615385, 0.03434684684684684, 0.017857142857142856, 0.012345679012345678, 0.011494252873563218, 0.01098901098901099, 0.2201598608688161, 0.040584415584415584, 0.19903680116714034, 0.012658227848101266, 0.023809523809523808, 0.02631578947368421, 0.025, 0.02857142857142857, 0.022222222222222223, 0.015625, 0.16666666666666669, 0.037037037037037035, 0.5944664031620553, 0.020833333333333332, 0.13261516301204515, 0.04695562435500516, 0.039111490006630674, 0.22641594516594515, 0.017543859649122806, 0.04595588235294118, 0.0136986301369863, 0.023809523809523808, 0.19532536221066954, 0.04738562091503268, 0.043478260869565216, 0.1111111111111111, 0.021198668146503882, 0.05, 0.0196078431372549, 0.04, 0.021739130434782608, 0.041666666666666664, 0.02040816326530612, 0.1, 0.017241379310344827, 0.13025210084033612, 0.018867924528301886, 0.11853771228771229, 0.010869565217391304, 0.10294117647058823, 0.23457940341998312, 0.047619047619047616, 0.029411764705882353, 0.07875457875457875, 0.06666666666666667, 0.022222222222222223, 0.013157894736842105, 0.0625, 0.041666666666666664, 0.0992063492063492, 0.02631578947368421, 0.08362573099415205, 0.013333333333333334, 0.19090909090909092, 0.05]","[0.3042768712238971, 0.2981837772903323, 0.30633064331667625, 0.8259553270909973, 0.3688188663188663, 0.5833205804040598, 0.5673567989281801, 0.4369817819896136, 0.5847282379990608, 0.22174093792988325, 0.38733182698358837, 0.554951462369475, 0.4222049170545411, 0.4952691719092496, 0.41799544112348175, 0.3111598450958318, 0.46712478853570094, 0.5861637755981373, 0.5148163216612209, 0.5291353959940115, 0.44882151199426107, 0.5625709677530599, 0.19518547189366245, 0.6994092319590908, 0.4107342805567331, 0.5731672928845599, 0.32324077931796824, 0.2905790694690126, 0.36814870466631433, 0.2798484027648803]","[0.7447748163133826, 0.6004614327849657, 0.6256779379929431, 0.6701091240631423, 0.5039776468610697, 0.6813842652226024, 0.6351596784281446, 0.7279884274209827, 0.632557355060783, 0.6797440148703654]","[0.11923013622322377, 0.07239240080470632, 0.3042768712238971, 0.2981837772903323, 0.04683023308997394, 0.05, 0.013513513513513514, 0.05363717823395243, 0.027777777777777776, 0.030330882352941176, 0.01694915254237288, 0.30633064331667625, 0.8259553270909973, 0.025057603686635944, 0.11437908496732026, 0.14285714285714285, 0.3688188663188663, 0.5833205804040598, 0.037037037037037035, 0.015151515151515152, 0.07695578231292517, 0.1483974358974359, 0.7447748163133826, 0.5735561142537886, 0.5673567989281801, 0.24755338747274228, 0.3120460491889063, 0.4369817819896136, 0.01020408163265306, 0.2865833468665981, 0.13676470588235295, 0.13533713200379868, 0.6004614327849657, 0.013888888888888888, 0.03571428571428571, 0.021978021978021976, 0.22236727359678177, 0.5847282379990608, 0.22174093792988325, 0.38733182698358837, 0.554951462369475, 0.14279919642812644, 0.4222049170545411, 0.16452380952380952, 0.4952691719092496, 0.20189933523266856, 0.24919780183454796, 0.20911135647977752, 0.041666666666666664, 0.1407828282828283, 0.020833333333333332, 0.41799544112348175, 0.25807217473884136, 0.3667206449464514, 0.36874999999999997, 0.15555555555555556, 0.05086624128559612, 0.3111598450958318, 0.46712478853570094, 0.6256779379929431, 0.6701091240631423, 0.027777777777777776, 0.03571428571428571, 0.017241379310344827, 0.5861637755981373, 0.14285714285714285, 0.02277327935222672, 0.054334554334554336, 0.12037037037037036, 0.013513513513513514, 0.02858258430547587, 0.08986928104575163, 0.02085561497326203, 0.14285714285714285, 0.012195121951219513, 0.1111111111111111, 0.5148163216612209, 0.26976190476190476, 0.05844155844155844, 0.5291353959940115, 0.15334249084249085, 0.14285714285714285, 0.12158348187759951, 0.5039776468610697, 0.038461538461538464, 0.6813842652226024, 0.44882151199426107, 0.5625709677530599, 0.014492753623188406, 0.19518547189366245, 0.4846538865356069, 0.02838589981447124, 0.029411764705882353, 0.6994092319590908, 0.1877830305640383, 0.21775134785096834, 0.18414918414918413, 0.0992063492063492, 0.02659290502679463, 0.018867924528301886, 0.017857142857142856, 0.02222222222222222, 0.028160919540229885, 0.4107342805567331, 0.6351596784281446, 0.5731672928845599, 0.02564102564102564, 0.01801470588235294, 0.03603416552725308, 0.6072974644403215, 0.1938291137798527, 0.07738095238095237, 0.06906906906906907, 0.14351417552637064, 0.7279884274209827, 0.32324077931796824, 0.2905790694690126, 0.012658227848101266, 0.1270889336839884, 0.632557355060783, 0.6797440148703654, 0.25, 0.04083333333333333, 0.036217948717948714, 0.17260412804350514, 0.01639344262295082, 0.36814870466631433, 0.13831519287164448, 0.3472222222222222, 0.1685099846390169, 0.017543859649122806, 0.013513513513513514, 0.029411764705882353, 0.04554255384694885, 0.14208823583823582, 0.2775183033019231, 0.02332112332112332, 0.13129237202127228, 0.08610576923076924, 0.0196078431372549, 0.015151515151515152, 0.3333333333333333, 0.015873015873015872, 0.02702702702702703, 0.023255813953488372, 0.017718880285884454, 0.02857142857142857, 0.023717948717948717, 0.05101963026491328, 0.1111111111111111, 0.20313651776500075, 0.22666091087985016, 0.024390243902439025, 0.4887960536339171, 0.2798484027648803, 0.0517948717948718, 0.0827838827838828, 0.047379032258064516, 0.038168458928154445, 0.36212905452035893, 0.46833908442604094, 0.26742424242424245, 0.012987012987012988, 0.06666666666666667, 0.08333333333333333, 0.1, 0.015384615384615385, 0.03434684684684684, 0.017857142857142856, 0.012345679012345678, 0.011494252873563218, 0.01098901098901099, 0.2201598608688161, 0.040584415584415584, 0.19903680116714034, 0.012658227848101266, 0.023809523809523808, 0.02631578947368421, 0.025, 0.02857142857142857, 0.022222222222222223, 0.015625, 0.16666666666666669, 0.037037037037037035, 0.5944664031620553, 0.020833333333333332, 0.13261516301204515, 0.04695562435500516, 0.039111490006630674, 0.22641594516594515, 0.017543859649122806, 0.04595588235294118, 0.0136986301369863, 0.023809523809523808, 0.19532536221066954, 0.04738562091503268, 0.043478260869565216, 0.1111111111111111, 0.021198668146503882, 0.05, 0.0196078431372549, 0.04, 0.021739130434782608, 0.041666666666666664, 0.02040816326530612, 0.1, 0.017241379310344827, 0.13025210084033612, 0.018867924528301886, 0.11853771228771229, 0.010869565217391304, 0.10294117647058823, 0.23457940341998312, 0.047619047619047616, 0.029411764705882353, 0.07875457875457875, 0.06666666666666667, 0.022222222222222223, 0.013157894736842105, 0.0625, 0.041666666666666664, 0.0992063492063492, 0.02631578947368421, 0.08362573099415205, 0.013333333333333334, 0.19090909090909092, 0.05]"
num_pos_list,"[4.0, 7.0, 4.0, 1.0, 1.0, 4.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 10.0, 1.0, 1.0, 4.0, 4.0, 6.0, 8.0, 7.0, 1.0, 7.0, 2.0, 5.0, 1.0, 2.0, 2.0, 6.0, 8.0, 10.0, 5.0, 9.0, 9.0, 7.0, 1.0, 4.0, 1.0, 6.0, 8.0, 4.0, 2.0, 5.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0, 4.0, 2.0, 4.0, 1.0, 4.0, 1.0, 1.0, 6.0, 2.0, 1.0, 6.0, 6.0, 4.0, 3.0, 3.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 4.0, 7.0, 7.0, 3.0, 2.0, 4.0, 10.0, 1.0, 8.0, 1.0, 2.0, 2.0, 5.0, 1.0, 5.0, 4.0, 4.0, 1.0, 1.0, 1.0, 5.0, 6.0, 5.0, 2.0, 5.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 4.0, 1.0, 4.0, 9.0, 1.0, 9.0, 2.0, 3.0, 2.0, 4.0, 6.0, 9.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 8.0, 2.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 5.0, 1.0, 8.0, 2.0, 3.0, 4.0, 1.0, 2.0, 1.0, 1.0, 7.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4.0, 1.0, 3.0, 9.0, 1.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4.0, 1.0, 2.0, 1.0]","[18.0, 19.0, 11.0, 29.0, 10.0, 20.0, 20.0, 19.0, 17.0, 11.0, 18.0, 14.0, 10.0, 14.0, 18.0, 12.0, 23.0, 20.0, 12.0, 16.0, 21.0, 19.0, 11.0, 29.0, 25.0, 24.0, 14.0, 10.0, 22.0, 13.0]","[60.0, 35.0, 50.0, 38.0, 31.0, 32.0, 33.0, 47.0, 32.0, 40.0]","[4.0, 7.0, 18.0, 19.0, 4.0, 1.0, 1.0, 4.0, 1.0, 2.0, 1.0, 11.0, 29.0, 2.0, 2.0, 2.0, 10.0, 20.0, 1.0, 1.0, 4.0, 4.0, 60.0, 6.0, 20.0, 8.0, 7.0, 19.0, 1.0, 7.0, 2.0, 5.0, 35.0, 1.0, 2.0, 2.0, 6.0, 17.0, 11.0, 18.0, 14.0, 8.0, 10.0, 5.0, 14.0, 9.0, 9.0, 7.0, 1.0, 4.0, 1.0, 18.0, 6.0, 8.0, 4.0, 2.0, 5.0, 12.0, 23.0, 50.0, 38.0, 1.0, 1.0, 1.0, 20.0, 1.0, 2.0, 2.0, 2.0, 1.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0, 12.0, 4.0, 2.0, 16.0, 4.0, 1.0, 4.0, 31.0, 1.0, 32.0, 21.0, 19.0, 1.0, 11.0, 6.0, 2.0, 1.0, 29.0, 6.0, 6.0, 4.0, 3.0, 3.0, 1.0, 1.0, 2.0, 2.0, 25.0, 33.0, 24.0, 1.0, 2.0, 4.0, 7.0, 7.0, 3.0, 2.0, 4.0, 47.0, 14.0, 10.0, 1.0, 8.0, 32.0, 40.0, 1.0, 2.0, 2.0, 5.0, 1.0, 22.0, 5.0, 4.0, 4.0, 1.0, 1.0, 1.0, 5.0, 6.0, 5.0, 2.0, 5.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 4.0, 1.0, 4.0, 9.0, 1.0, 9.0, 13.0, 2.0, 3.0, 2.0, 4.0, 6.0, 9.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 8.0, 2.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 5.0, 1.0, 8.0, 2.0, 3.0, 4.0, 1.0, 2.0, 1.0, 1.0, 7.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4.0, 1.0, 3.0, 9.0, 1.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4.0, 1.0, 2.0, 1.0]"
auc_list,"[0.5147058823529411, 0.49350649350649345, 0.5098039215686275, 0.819047619047619, 0.3047619047619048, 0.5514705882352942, 0.6666666666666667, 0.5432692307692308, 0.4476190476190476, 0.44711538461538464, 0.889423076923077, 0.9134615384615384, 0.8083333333333333, 0.7523809523809524, 0.38095238095238093, 0.7132352941176471, 0.7524509803921569, 0.8516666666666667, 0.7729591836734694, 0.8152958152958152, 0.07619047619047614, 0.8311688311688312, 0.5865384615384615, 0.7326732673267327, 0.32380952380952377, 0.5384615384615384, 0.36538461538461536, 0.6683333333333333, 0.6096938775510204, 0.6895833333333333, 0.7544554455445545, 0.7056128293241695, 0.7296678121420389, 0.8210678210678211, 0.780952380952381, 0.7916666666666667, 0.5523809523809524, 0.8116666666666666, 0.8737244897959183, 0.9509803921568626, 0.9230769230769231, 0.4554455445544554, 0.6666666666666667, 0.7428571428571429, 0.4571428571428572, 0.9428571428571428, 0.3317307692307693, 0.6490384615384615, 0.8557692307692307, 0.3047619047619048, 0.3656957928802589, 0.6699029126213591, 0.3413461538461538, 0.9428571428571428, 0.22857142857142854, 0.9238095238095239, 0.9142156862745099, 0.7740384615384616, 0.8676470588235294, 0.9428571428571428, 0.8235294117647058, 0.7619047619047619, 0.35238095238095235, 0.87, 0.5144230769230769, 0.6857142857142857, 0.8166666666666667, 0.8116666666666666, 0.8431372549019608, 0.7378640776699029, 0.3074433656957929, 0.5047619047619047, 0.47619047619047616, 0.375, 0.4519230769230769, 0.638095238095238, 0.22115384615384615, 0.3480392156862745, 0.8802308802308803, 0.7186147186147187, 0.6504854368932038, 0.6153846153846154, 0.8063725490196079, 0.6427083333333333, 0.2571428571428571, 0.6262755102040817, 0.9714285714285714, 0.6634615384615384, 0.5865384615384616, 0.7742574257425743, 0.4285714285714286, 0.8, 0.9387254901960784, 0.7769607843137255, 0.4666666666666667, 0.3047619047619048, 0.6857142857142857, 0.3702970297029703, 0.7633333333333334, 0.6950495049504951, 0.39903846153846156, 0.8099009900990098, 0.6911764705882353, 0.5238095238095238, 0.38095238095238093, 0.9809523809523809, 0.4095238095238095, 0.6571428571428571, 0.6, 0.22115384615384615, 0.6761904761904762, 0.4134615384615385, 0.5686274509803921, 0.9238095238095239, 0.823529411764706, 0.699885452462772, 0.6190476190476191, 0.6987399770904926, 0.5913461538461539, 0.7928802588996764, 0.7115384615384616, 0.39950980392156865, 0.9333333333333333, 0.7388316151202748, 0.7512755102040817, 0.2761904761904762, 0.8666666666666667, 0.8952380952380953, 0.9142857142857143, 0.3904761904761904, 0.5432692307692308, 0.47619047619047616, 0.23809523809523814, 0.18095238095238098, 0.1428571428571429, 0.8137755102040816, 0.6394230769230769, 0.7410714285714286, 0.2571428571428571, 0.6095238095238096, 0.6476190476190475, 0.6285714285714286, 0.6761904761904762, 0.5809523809523809, 0.4, 0.9182692307692307, 0.7523809523809524, 0.899009900990099, 0.5523809523809524, 0.659438775510204, 0.6586538461538461, 0.5404530744336569, 0.9215686274509803, 0.4666666666666667, 0.6105769230769231, 0.3142857142857143, 0.6095238095238096, 0.795093795093795, 0.6826923076923077, 0.7904761904761904, 0.9238095238095239, 0.35096153846153844, 0.819047619047619, 0.5238095238095238, 0.7714285714285715, 0.5714285714285714, 0.780952380952381, 0.5428571428571429, 0.9142857142857143, 0.4571428571428572, 0.8990384615384616, 0.5047619047619047, 0.821078431372549, 0.1333333333333333, 0.7572815533980582, 0.7571592210767468, 0.8095238095238095, 0.6857142857142857, 0.6691176470588236, 0.8666666666666667, 0.5809523809523809, 0.2857142857142857, 0.8571428571428572, 0.780952380952381, 0.8076923076923077, 0.6476190476190475, 0.6519607843137255, 0.2952380952380952, 0.9375, 0.819047619047619]","[0.7045454545454545, 0.6545674531155474, 0.738755980861244, 0.8884908195253023, 0.8083333333333333, 0.7453488372093022, 0.7749999999999999, 0.6715063520871143, 0.8288169200264376, 0.7492822966507178, 0.5599747474747474, 0.812888198757764, 0.6895833333333333, 0.8431677018633541, 0.6351010101010102, 0.6852836879432624, 0.8035620743844945, 0.7930232558139535, 0.7792553191489362, 0.8263888888888888, 0.7047619047619047, 0.8287961282516636, 0.6220095693779905, 0.8320644872369011, 0.6024691358024692, 0.7682926829268293, 0.796583850931677, 0.6427083333333333, 0.6661255411255411, 0.7353184449958644]","[0.7083333333333334, 0.7352112676056338, 0.6171428571428571, 0.7507739938080494, 0.7423655913978494, 0.7981418918918919, 0.7185554171855543, 0.8088712585647314, 0.761402027027027, 0.7553030303030303]","[0.5147058823529411, 0.49350649350649345, 0.7045454545454545, 0.6545674531155474, 0.5098039215686275, 0.819047619047619, 0.3047619047619048, 0.5514705882352942, 0.6666666666666667, 0.5432692307692308, 0.4476190476190476, 0.738755980861244, 0.8884908195253023, 0.44711538461538464, 0.889423076923077, 0.9134615384615384, 0.8083333333333333, 0.7453488372093022, 0.7523809523809524, 0.38095238095238093, 0.7132352941176471, 0.7524509803921569, 0.7083333333333334, 0.8516666666666667, 0.7749999999999999, 0.7729591836734694, 0.8152958152958152, 0.6715063520871143, 0.07619047619047614, 0.8311688311688312, 0.5865384615384615, 0.7326732673267327, 0.7352112676056338, 0.32380952380952377, 0.5384615384615384, 0.36538461538461536, 0.6683333333333333, 0.8288169200264376, 0.7492822966507178, 0.5599747474747474, 0.812888198757764, 0.6096938775510204, 0.6895833333333333, 0.7544554455445545, 0.8431677018633541, 0.7056128293241695, 0.7296678121420389, 0.8210678210678211, 0.780952380952381, 0.7916666666666667, 0.5523809523809524, 0.6351010101010102, 0.8116666666666666, 0.8737244897959183, 0.9509803921568626, 0.9230769230769231, 0.4554455445544554, 0.6852836879432624, 0.8035620743844945, 0.6171428571428571, 0.7507739938080494, 0.6666666666666667, 0.7428571428571429, 0.4571428571428572, 0.7930232558139535, 0.9428571428571428, 0.3317307692307693, 0.6490384615384615, 0.8557692307692307, 0.3047619047619048, 0.3656957928802589, 0.6699029126213591, 0.3413461538461538, 0.9428571428571428, 0.22857142857142854, 0.9238095238095239, 0.7792553191489362, 0.9142156862745099, 0.7740384615384616, 0.8263888888888888, 0.8676470588235294, 0.9428571428571428, 0.8235294117647058, 0.7423655913978494, 0.7619047619047619, 0.7981418918918919, 0.7047619047619047, 0.8287961282516636, 0.35238095238095235, 0.6220095693779905, 0.87, 0.5144230769230769, 0.6857142857142857, 0.8320644872369011, 0.8166666666666667, 0.8116666666666666, 0.8431372549019608, 0.7378640776699029, 0.3074433656957929, 0.5047619047619047, 0.47619047619047616, 0.375, 0.4519230769230769, 0.6024691358024692, 0.7185554171855543, 0.7682926829268293, 0.638095238095238, 0.22115384615384615, 0.3480392156862745, 0.8802308802308803, 0.7186147186147187, 0.6504854368932038, 0.6153846153846154, 0.8063725490196079, 0.8088712585647314, 0.796583850931677, 0.6427083333333333, 0.2571428571428571, 0.6262755102040817, 0.761402027027027, 0.7553030303030303, 0.9714285714285714, 0.6634615384615384, 0.5865384615384616, 0.7742574257425743, 0.4285714285714286, 0.6661255411255411, 0.8, 0.9387254901960784, 0.7769607843137255, 0.4666666666666667, 0.3047619047619048, 0.6857142857142857, 0.3702970297029703, 0.7633333333333334, 0.6950495049504951, 0.39903846153846156, 0.8099009900990098, 0.6911764705882353, 0.5238095238095238, 0.38095238095238093, 0.9809523809523809, 0.4095238095238095, 0.6571428571428571, 0.6, 0.22115384615384615, 0.6761904761904762, 0.4134615384615385, 0.5686274509803921, 0.9238095238095239, 0.823529411764706, 0.699885452462772, 0.6190476190476191, 0.6987399770904926, 0.7353184449958644, 0.5913461538461539, 0.7928802588996764, 0.7115384615384616, 0.39950980392156865, 0.9333333333333333, 0.7388316151202748, 0.7512755102040817, 0.2761904761904762, 0.8666666666666667, 0.8952380952380953, 0.9142857142857143, 0.3904761904761904, 0.5432692307692308, 0.47619047619047616, 0.23809523809523814, 0.18095238095238098, 0.1428571428571429, 0.8137755102040816, 0.6394230769230769, 0.7410714285714286, 0.2571428571428571, 0.6095238095238096, 0.6476190476190475, 0.6285714285714286, 0.6761904761904762, 0.5809523809523809, 0.4, 0.9182692307692307, 0.7523809523809524, 0.899009900990099, 0.5523809523809524, 0.659438775510204, 0.6586538461538461, 0.5404530744336569, 0.9215686274509803, 0.4666666666666667, 0.6105769230769231, 0.3142857142857143, 0.6095238095238096, 0.795093795093795, 0.6826923076923077, 0.7904761904761904, 0.9238095238095239, 0.35096153846153844, 0.819047619047619, 0.5238095238095238, 0.7714285714285715, 0.5714285714285714, 0.780952380952381, 0.5428571428571429, 0.9142857142857143, 0.4571428571428572, 0.8990384615384616, 0.5047619047619047, 0.821078431372549, 0.1333333333333333, 0.7572815533980582, 0.7571592210767468, 0.8095238095238095, 0.6857142857142857, 0.6691176470588236, 0.8666666666666667, 0.5809523809523809, 0.2857142857142857, 0.8571428571428572, 0.780952380952381, 0.8076923076923077, 0.6476190476190475, 0.6519607843137255, 0.2952380952380952, 0.9375, 0.819047619047619]"
m-aupr,0.12030413697477757,0.4505760695984104,0.6565772995773891,0.40927885115466134
m-auc,0.7524244733974621,0.7625307825371689,0.7572378508858493,0.8479991857562009
F-max,0.21760221760221762,0.4467084639498432,0.6331096196868009,0.43368828654404645
t_max,0.19,0.31,0.48,0.31
p_max,0.17760180995475114,0.3764861294583884,0.5705645161290323,0.40653357531760437
