cytokine,cell
CCL2,CL_0000542
CCL6,CL_0000235
LIF,CL_0000235
IL15,CL_0000898
IL12,CL_0000792
EGF,CL_0000066
EPO,CL_0000556
IFNG,CL_0000134
CCL3,CL_0000576
IL7,CL_0000540
TNF,CL_0000359
CXCL8,CL_0000096
IL6,CL_0002372
CCL2,CL_0000581
IL35,CL_0000233
IL1B,CL_0000362
IL23,CL_0000624
CD40LG,CL_0000775
TNFSF9,CL_0000815
IL33,CL_0000057
IL1B,CL_0000556
IL1B,CL_0000056
TGFB,CL_0001035
IL6,CL_0000138
GDF15,CL_0000233
IFNG,CL_0000096
IL1RN,CL_0000129
GDF15,CL_0000775
CCL1,CL_0000235
IL6,CL_0000077
IL33,CL_0000187
CSF2,CL_0000047
CCL25,CL_0000792
PDGF,CL_0000233
IFNG,CL_0000091
CCL2,CL_0000233
CCL20,CL_0000084
TGFB,CL_0000160
IL27,CL_0000624
IL9,CL_0000546
IL23,CL_0000312
CXCL1,CL_0000128
