,cytokine,cell,source
340,TGFB,"CD4-positive, alpha-beta T cell",cytokine-cell+
342,IL17,macrophage,cytokine-cell+
343,IL17,B cell,cytokine-cell+
371,TGFB,synovial cell,cytokine-cell+
385,IL17,endothelial cell,cytokine-cell+
389,IFNA,"CD8-positive, alpha-beta T cell",cytokine-cell+
393,TGFB,hematopoietic stem cell,cytokine-cell+
417,TGF,fibroblast,cytokine-cell+
420,IL17,keratinocyte,cytokine-cell+
422,TGFB,myoblast,cytokine-cell+
437,IL17,fibroblast,cytokine-cell+
459,IL1,osteoblast,cytokine-cell+
462,IL17,osteoblast,cytokine-cell+
475,IL23,T-helper 17 cell,cytokine-cell+
477,CCL9,osteoclast,cytokine-cell+
478,EGF,hepatocyte,cytokine-cell+
484,TGFB,stem cell,cytokine-cell+
490,TGFB,T-helper 17 cell,cytokine-cell+
495,IL17,synovial cell,cytokine-cell+
499,TGF,mesenchymal cell,cytokine-cell+
503,IFNA,T-helper 1 cell,cytokine-cell+
507,IL12,naive T cell,cytokine-cell+
508,IFNA,hepatocyte,cytokine-cell+
517,IFNA,platelet,cytokine-cell+
523,IL12,leukocyte,cytokine-cell+
556,IL23,osteoclast,cytokine-cell+
561,CCL9,hepatocyte,cytokine-cell+
574,TGFB,myeloid cell,cytokine-cell+
595,IFN1,natural killer cell,cytokine-cell+
598,IL1,mesangial cell,cytokine-cell+
612,IFN1,T-helper 1 cell,cytokine-cell+
616,TGFB2,endothelial cell,cytokine-cell+
626,TGFB,skin fibroblast,cytokine-cell+
643,IL17,neuron,cytokine-cell+
648,PDGF,mesangial cell,cytokine-cell+
651,CCL9,"CD4-positive, alpha-beta T cell",cytokine-cell+
668,IFNA,stromal cell,cytokine-cell+
685,TGFB,mesothelial cell,cytokine-cell+
686,EGF,chondrocyte,cytokine-cell+
687,IL23,T cell,cytokine-cell+
688,TGFB,cardiac muscle cell,cytokine-cell+
690,TGFB,neuron,cytokine-cell+
703,PDGF,vascular associated smooth muscle cell,cytokine-cell+
704,IL12,helper T cell,cytokine-cell+
707,EGF,epidermal cell,cytokine-cell+
715,IL1,bone marrow cell,cytokine-cell+
725,IL12,T-helper 2 cell,cytokine-cell+
738,TGFB,T-helper 2 cell,cytokine-cell+
751,TGFB2,fibroblast,cytokine-cell+
760,IL12,cytotoxic T cell,cytokine-cell+
763,IFNA,megakaryocyte,cytokine-cell+
765,EGF,smooth muscle cell,cytokine-cell+
766,IL1,granulocyte,cytokine-cell+
786,IFNA,memory T cell,cytokine-cell+
789,TGFB2,neuron,cytokine-cell+
802,TGFB,lens epithelial cell,cytokine-cell+
805,TGFB,aortic endothelial cell,cytokine-cell+
811,TGFB,pancreatic acinar cell,cytokine-cell+
833,IFN1,lymphocyte,cytokine-cell+
849,EGF,mammary epithelial cell,cytokine-cell+
852,EGF,neuronal stem cell,cytokine-cell+
857,TGFB,embryonic stem cell,cytokine-cell+
858,IFN1,"CD4-positive, alpha-beta T cell",cytokine-cell+
862,IL23,neutrophil,cytokine-cell+
864,IFN1,neuron,cytokine-cell+
874,PDGF,adult endothelial progenitor cell,cytokine-cell+
875,IFNA,naive T cell,cytokine-cell+
880,IL32,eosinophil,cytokine-cell+
885,IFNA,granulocyte monocyte progenitor cell,cytokine-cell+
887,IFN1,myeloid dendritic cell,cytokine-cell+
891,TGFB,vascular associated smooth muscle cell,cytokine-cell+
902,TGFB,epithelial cell of lung,cytokine-cell+
903,IFNA,granulocyte,cytokine-cell+
909,IL12,stem cell,cytokine-cell+
910,IL12,"CD8-positive, alpha-beta cytotoxic T cell",cytokine-cell+
911,IL17,monocyte,cytokine-cell+
925,TGFB2,osteoclast,cytokine-cell+
927,IFNA,"CD4-positive, alpha-beta T cell",cytokine-cell+
942,IFNA,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cytokine-cell+
947,IFNA,cytotoxic T cell,cytokine-cell+
951,IL12,T-helper 17 cell,cytokine-cell+
957,TGFB,connective tissue cell,cytokine-cell+
961,IL1,T-helper 2 cell,cytokine-cell+
982,IL17,mesenchymal cell,cytokine-cell+
997,IL17,bronchial epithelial cell,cytokine-cell+
1004,TGFB,bladder cell,cytokine-cell+
1018,TGF,lymphocyte,cytokine-cell+
1030,LECT1,endothelial cell,cytokine-cell+
1037,IL1,alveolar macrophage,cytokine-cell+
1041,TGFB,"CD4-positive, alpha-beta intraepithelial T cell",cytokine-cell+
1043,PDGF,aortic smooth muscle cell,cytokine-cell+
1058,PDGF,macrophage,cytokine-cell+
1063,PDGF,neuron,cytokine-cell+
1064,IL17,dendritic cell,cytokine-cell+
1067,TGFB2,keratinocyte,cytokine-cell+
1080,TGFB,neutrophil,cytokine-cell+
1086,IL12,mature natural killer cell,cytokine-cell+
1089,IL23,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cytokine-cell+
1092,TGFB,pneumocyte,cytokine-cell+
1094,IL12,eosinophil,cytokine-cell+
1096,IL1,natural killer cell,cytokine-cell+
1123,TGFB,oligodendrocyte,cytokine-cell+
1124,TGFB,trophoblast cell,cytokine-cell+
1129,TGFB,melanocyte,cytokine-cell+
1142,IL1,articular chondrocyte,cytokine-cell+
1157,IL12,Tc17 cell,cytokine-cell+
1165,PDGF,muscle cell,cytokine-cell+
1172,IL23,eosinophil,cytokine-cell+
1174,PDGF,fibrocyte,cytokine-cell+
1185,IFN1,cumulus cell,cytokine-cell+
1186,IL12,effector T cell,cytokine-cell+
1196,IL32,fat cell,cytokine-cell+
1201,TGFB,mesothelial cell of peritoneum,cytokine-cell+
1202,LECT1,B cell,cytokine-cell+
1203,TGFB,bone marrow cell,cytokine-cell+
1204,CCL6,"CD4-positive, alpha-beta T cell",cytokine-cell+
1208,IL23,stromal cell,cytokine-cell+
1214,IL1,mast cell,cytokine-cell+
1221,IFNA,T-helper 2 cell,cytokine-cell+
1227,EGF,bone marrow cell,cytokine-cell+
1235,IFNA,long term hematopoietic stem cell,cytokine-cell+
1252,IFNA,induced T-regulatory cell,cytokine-cell+
1257,IFNA,eosinophil,cytokine-cell+
1260,TGFB2,mesenchymal cell,cytokine-cell+
1281,CCL6,endothelial cell,cytokine-cell+
1283,IFN1,gamma-delta T cell,cytokine-cell+
1284,TGFB2,T-helper 1 cell,cytokine-cell+
1292,IL12,muscle cell,cytokine-cell+
1294,IFN1,"CD8-positive, alpha-beta T cell",cytokine-cell+
1300,CCL6,mast cell,cytokine-cell+
1302,TGFB,fat cell,cytokine-cell+
1303,IL1,stem cell,cytokine-cell+
1305,PDGF,cementoblast,cytokine-cell+
1309,IL16,monocyte,cytokine-cell+
1310,TGF,odontoblast,cytokine-cell+
1319,TGFB,trabecular meshwork cell,cytokine-cell+
1330,IL17,cytotoxic T cell,cytokine-cell+
1333,EGF,mesothelial cell,cytokine-cell+
1347,IL17,stem cell,cytokine-cell+
1348,IFNA,hematopoietic stem cell,cytokine-cell+
1349,IL17,type II pneumocyte,cytokine-cell+
1369,TGFB,white fat cell,cytokine-cell+
1371,TGF,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cytokine-cell+
1378,IL12,regulatory T cell,cytokine-cell+
1382,IL12,neutrophil,cytokine-cell+
1386,IL1,hematopoietic stem cell,cytokine-cell+
1389,IFNA,memory B cell,cytokine-cell+
1391,IL23,"CD8-positive, alpha-beta T cell",cytokine-cell+
1407,Monocyte-CSF,T cell,cytokine-cell+
1408,IFNA,T-helper 17 cell,cytokine-cell+
1410,TGF,mammary epithelial cell,cytokine-cell+
1411,IL23,epithelial cell,cytokine-cell+
1412,IL1,hematopoietic multipotent progenitor cell,cytokine-cell+
1414,IFNA,type B pancreatic cell,cytokine-cell+
1438,IL32,neutrophil,cytokine-cell+
1440,PDGF,pericyte cell,cytokine-cell+
1442,IL17,platelet,cytokine-cell+
1458,TGFB2,endothelial cell of lymphatic vessel,cytokine-cell+
1464,TGFB,T-helper 22 cell,cytokine-cell+
1472,TGFB,pericyte cell,cytokine-cell+
1479,PDGF,aortic endothelial cell,cytokine-cell+
1484,TGF,regulatory T cell,cytokine-cell+
1487,IFN1,hepatocyte,cytokine-cell+
1493,IFNA,epithelial cell of lung,cytokine-cell+
1500,EGF,neuron,cytokine-cell+
1501,TGFB,effector T cell,cytokine-cell+
1508,IL1,epidermal cell,cytokine-cell+
1510,TGFB,kidney cell,cytokine-cell+
1513,IL17,eosinophil,cytokine-cell+
1522,TGFB,granulosa cell,cytokine-cell+
1536,IL23,helper T cell,cytokine-cell+
1537,IL1,T-helper 1 cell,cytokine-cell+
1544,TGFB2,neuron of cerebral cortex,cytokine-cell+
1548,TGFB2,T cell,cytokine-cell+
1557,TGFB,myelinating Schwann cell,cytokine-cell+
1561,TGFB,peritoneal macrophage,cytokine-cell+
1585,IL32,macrophage,cytokine-cell+
1603,IL32,bronchial epithelial cell,cytokine-cell+
1609,IL17,stellate cell,cytokine-cell+
1613,CCL9,bone marrow cell,cytokine-cell+
1624,EGF,type B pancreatic cell,cytokine-cell+
1637,IL32,"CD4-positive, alpha-beta T cell",cytokine-cell+
1643,IL35,"CD8-positive, alpha-beta T cell",cytokine-cell+
1649,TDGF1P3,myoblast,cytokine-cell+
1659,IL1,cardiac muscle cell,cytokine-cell+
1660,IFNA,neuron,cytokine-cell+
1661,IL17,ligament cell,cytokine-cell+
1664,IL1,glial cell,cytokine-cell+
1667,IL16,macrophage,cytokine-cell+
1680,IL17,osteoclast,cytokine-cell+
1681,IL1,plasma cell,cytokine-cell+
1683,TGFB,respiratory epithelial cell,cytokine-cell+
1685,PDGF,osteoblast,cytokine-cell+
1686,TGFB,erythroblast,cytokine-cell+
1697,EGF,sperm,cytokine-cell+
1703,TGFB,skeletal muscle cell,cytokine-cell+
1704,TDGF1P3,stem cell,cytokine-cell+
1706,IL23,T-helper 22 cell,cytokine-cell+
1710,TGFB2,macrophage,cytokine-cell+
1712,IL23,cardiac fibroblast,cytokine-cell+
1730,TGFB,"CD8-positive, alpha-beta memory T cell",cytokine-cell+
1731,EGF,platelet,cytokine-cell+
1732,IL23,skin fibroblast,cytokine-cell+
1733,PDGF,hematopoietic stem cell,cytokine-cell+
1752,TGFB,aortic smooth muscle cell,cytokine-cell+
1754,IFNA,type I pneumocyte,cytokine-cell+
1768,IL32,natural killer cell,cytokine-cell+
1770,TGFB,pancreatic stellate cell,cytokine-cell+
1785,IL17,dental pulp cell,cytokine-cell+
1793,IFN1,epithelial cell,cytokine-cell+
1794,IL17,mast cell,cytokine-cell+
1801,TGF,epithelial cell of prostate,cytokine-cell+
1803,TGFB,gamma-delta T cell,cytokine-cell+
1808,IL17,fat cell,cytokine-cell+
1812,TGFB,Leydig cell,cytokine-cell+
1814,IL1,neural cell,cytokine-cell+
1819,EGF,T cell,cytokine-cell+
1821,IL17,endothelial cell of lymphatic vessel,cytokine-cell+
1824,IL23,T-helper 1 cell,cytokine-cell+
1828,TGFB,brown fat cell,cytokine-cell+
1830,IFNA,oligodendrocyte,cytokine-cell+
1835,TGFB,prostate stromal cell,cytokine-cell+
1849,TGFB,neural cell,cytokine-cell+
1853,IL1,intestinal epithelial cell,cytokine-cell+
1856,IFNA,professional antigen presenting cell,cytokine-cell+
1857,TGFB2,epithelial cell,cytokine-cell+
1861,IL32,T-helper 1 cell,cytokine-cell+
1871,IFNA,plasma cell,cytokine-cell+
1874,IL23,B cell,cytokine-cell+
1875,IFNA,astrocyte,cytokine-cell+
1879,EGF,stromal cell,cytokine-cell+
1882,TGFB2,mammary epithelial cell,cytokine-cell+
1898,CCL6,fibroblast,cytokine-cell+
1899,IL32,T cell,cytokine-cell+
1906,IL1,myeloid cell,cytokine-cell+
1911,TGF,lens epithelial cell,cytokine-cell+
1914,IL17,epithelial cell,cytokine-cell+
1917,TGFB2,chondrocyte,cytokine-cell+
1924,IFNA,stem cell,cytokine-cell+
1926,IFNA,myeloid dendritic cell,cytokine-cell+
1937,CCL23,monocyte,cytokine-cell+
1939,IL23,natural killer cell,cytokine-cell+
1949,EGF,lymphocyte,cytokine-cell+
1950,TGFB,cardiac fibroblast,cytokine-cell+
1953,IL35,B cell,cytokine-cell+
1957,TGFB,enterocyte,cytokine-cell+
1975,IL32,glial cell,cytokine-cell+
2000,IFNA,bladder cell,cytokine-cell+
2001,IL1,type II pneumocyte,cytokine-cell+
2002,IL17,alternatively activated macrophage,cytokine-cell+
2004,TGFB2,astrocyte,cytokine-cell+
2008,TGFB2,peritoneal macrophage,cytokine-cell+
2016,TGFB,bone cell,cytokine-cell+
2027,IL17,stromal cell,cytokine-cell+
2031,CCL6,intestinal epithelial cell,cytokine-cell+
2049,TGFB,crypt olfactory receptor neuron,cytokine-cell+
2053,PDGF,mesenchymal cell,cytokine-cell+
2075,TGFB,alternatively activated macrophage,cytokine-cell+
2079,TGFB,subcutaneous fat cell,cytokine-cell+
2122,TGFB,megakaryocyte,cytokine-cell+
2128,TGFB,epiblast cell,cytokine-cell+
2131,TGFB,germ cell,cytokine-cell+
2141,CCL6,hematopoietic stem cell,cytokine-cell+
2144,IL17,lung endothelial cell,cytokine-cell+
2156,CCL23,endothelial cell,cytokine-cell+
2160,TGFB2,stem cell,cytokine-cell+
2161,TGFB,folliculostellate cell,cytokine-cell+
2174,TGFB,dendritic cell,cytokine-cell+
2176,IL1,granulocyte monocyte progenitor cell,cytokine-cell+
2177,TGFB,hepatic stellate cell,cytokine-cell+
2201,IL17,endothelial cell of vascular tree,cytokine-cell+
2206,EGF,natural killer cell,cytokine-cell+
2211,IL12,bone marrow cell,cytokine-cell+
2217,IFN1,erythrocyte,cytokine-cell+
2226,TGF,epithelial cell,cytokine-cell+
2229,EGF,bladder cell,cytokine-cell+
2231,IFN1,hematopoietic stem cell,cytokine-cell+
2236,TGFB,odontoblast,cytokine-cell+
2256,IFNA,endothelial cell,cytokine-cell+
2257,TGFB,enucleate erythrocyte,cytokine-cell+
2260,IL12,thymocyte,cytokine-cell+
2262,TDGF1P3,embryonic stem cell,cytokine-cell+
220,IL12,osteoclast,cytokine-cell-
261,IL35,T-helper 17 cell,cytokine-cell-
264,IL16,lymphocyte,cytokine-cell-
294,TGFB,epithelial cell of prostate,cytokine-cell-
304,IL23,regulatory T cell,cytokine-cell-
374,IL1,fat cell,cytokine-cell-
398,EGF,keratinocyte,cytokine-cell-
529,CCL6,leukocyte,cytokine-cell-
540,IL1,"CD4-positive, alpha-beta T cell",cytokine-cell-
546,IL35,dendritic cell,cytokine-cell-
551,IL12,endothelial cell,cytokine-cell-
588,TGFB2,leukocyte,cytokine-cell-
613,IFNA,fat cell,cytokine-cell-
654,TGFB,"CD8-positive, alpha-beta cytotoxic T cell",cytokine-cell-
655,TGFB,bronchial epithelial cell,cytokine-cell-
675,IL35,"CD4-positive, alpha-beta T cell",cytokine-cell-
680,IL32,dendritic cell,cytokine-cell-
688,IFN1,erythroid lineage cell,cytokine-cell-
689,IL12,blood cell,cytokine-cell-
693,IL17,memory T cell,cytokine-cell-
707,EGF,oocyte,cytokine-cell-
716,IL35,T cell,cytokine-cell-
718,IL17,induced T-regulatory cell,cytokine-cell-
760,TGFB,glial cell,cytokine-cell-
770,IFN1,platelet,cytokine-cell-
801,TGF,"CD4-positive, alpha-beta T cell",cytokine-cell-
803,TGFB,parietal cell,cytokine-cell-
823,CCL9,fat cell,cytokine-cell-
832,TGFB,smooth muscle myoblast,cytokine-cell-
840,TGFB,mature natural killer cell,cytokine-cell-
843,EGF,fat cell,cytokine-cell-
850,TGF,T cell,cytokine-cell-
864,IFNA,trophoblast cell,cytokine-cell-
887,TGFB,double negative thymocyte,cytokine-cell-
904,IL17,myotube,cytokine-cell-
906,IL17,epidermal cell,cytokine-cell-
911,IL12,decidual natural killer cell,cytokine-cell-
917,IL12,mast cell,cytokine-cell-
919,IL17,myoblast,cytokine-cell-
921,TGFB2,epithelial cell of lung,cytokine-cell-
934,TGFB,mature NK T cell,cytokine-cell-
958,TGFB2,"CD8-positive, alpha-beta T cell",cytokine-cell-
970,IL35,endothelial cell,cytokine-cell-
985,TGFB,endothelial cell of lymphatic vessel,cytokine-cell-
998,TGFB2,retinal ganglion cell,cytokine-cell-
1004,IL12,type B pancreatic cell,cytokine-cell-
1028,TGFB,sensory epithelial cell,cytokine-cell-
1074,TGFB2,osteoblast,cytokine-cell-
1075,TGFB,epidermal cell,cytokine-cell-
1118,IFNA,glial cell,cytokine-cell-
1125,TGFB,fibrocyte,cytokine-cell-
1179,TGFB2,lymphocyte,cytokine-cell-
1183,TGFB,inflammatory macrophage,cytokine-cell-
1188,CCL6,macrophage,cytokine-cell-
1191,IL12,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cytokine-cell-
1201,IL35,platelet,cytokine-cell-
1224,TGFB,goblet cell,cytokine-cell-
1227,IL23,keratinocyte,cytokine-cell-
2627,TGF,hepatocyte,cytokine-cell
2628,TGFB,promyelocyte,cytokine-cell
2637,IL1,megakaryocyte,cytokine-cell
2639,PDGF,Leydig cell,cytokine-cell
2641,TGFB,Sertoli cell,cytokine-cell
2643,IL1,microglial cell,cytokine-cell
2645,TGF,keratinocyte,cytokine-cell
2646,TGFB,basal cell,cytokine-cell
2647,PDGF,oligodendrocyte,cytokine-cell
2661,IFNA,keratinocyte,cytokine-cell
2664,TGFB,stellate cell,cytokine-cell
2681,TGFB,corneal endothelial cell,cytokine-cell
2686,IL32,endothelial cell,cytokine-cell
2687,TGF,photoreceptor cell,cytokine-cell
2690,IL32,erythrocyte,cytokine-cell
2692,IL16,neuron,cytokine-cell
2704,IL23,T-helper 2 cell,cytokine-cell
2710,TGFB2,hippocampal neuron,cytokine-cell
2713,TGFB,ependymal cell,cytokine-cell
2715,IL16,leukocyte,cytokine-cell
2733,IL17,chondrocyte,cytokine-cell
2734,IL12,suppressor macrophage,cytokine-cell
2741,IL1,plasmacytoid dendritic cell,cytokine-cell
2753,TGFB2,corneal epithelial cell,cytokine-cell
2765,PDGF,preadipocyte,cytokine-cell
2778,PDGF,retinal ganglion cell,cytokine-cell
2780,TGFB,dopaminergic neuron,cytokine-cell
2785,TGFB,acinar cell of sebaceous gland,cytokine-cell
2787,TGFB2,germ cell,cytokine-cell
2793,TGFB,neuroepithelial stem cell,cytokine-cell
2807,EGF,thyrotroph,cytokine-cell
2809,IFN1,pancreatic acinar cell,cytokine-cell
2813,IFN1,primary neuron,cytokine-cell
2815,IL17,splenic macrophage,cytokine-cell
2826,IL1,bladder cell,cytokine-cell
2829,IL17,Tc17 cell,cytokine-cell
2841,TGFB,preadipocyte,cytokine-cell
2846,IL32,leukocyte,cytokine-cell
2853,TGFB,mesothelial cell of pleura,cytokine-cell
2854,TGFB,adult endothelial progenitor cell,cytokine-cell
2855,IL16,"CD8-positive, alpha-beta T cell",cytokine-cell
2864,IL12,oocyte,cytokine-cell
2878,CCL9,neutrophil,cytokine-cell
2879,IL17,erythroid progenitor cell,cytokine-cell
2882,IL32,chondrocyte,cytokine-cell
2883,TGFB2,professional antigen presenting cell,cytokine-cell
2888,IL12,stromal cell,cytokine-cell
2892,TGF,stromal cell,cytokine-cell
2893,IFN1,respiratory epithelial cell,cytokine-cell
2895,IL17,CD4-positive helper T cell,cytokine-cell
2898,IFN1,neutrophil,cytokine-cell
2899,CCL6,oocyte,cytokine-cell
2913,IL16,T-helper 1 cell,cytokine-cell
2916,CCL14,eosinophil,cytokine-cell
2918,TGFB,endocrine cell,cytokine-cell
2919,IFN1,myeloid cell,cytokine-cell
2923,IL12,inflammatory macrophage,cytokine-cell
2926,TGFB,cytotoxic T cell,cytokine-cell
2940,PDGF,eosinophil,cytokine-cell
2953,IL12,basophil,cytokine-cell
2956,CCL6,type B pancreatic cell,cytokine-cell
2958,IL12,naive B cell,cytokine-cell
2960,TDGF1P3,cardiac muscle cell,cytokine-cell
2965,IL23,dendritic cell,cytokine-cell
2971,CCL23,osteoclast,cytokine-cell
2974,CCL23,osteoblast,cytokine-cell
2975,TGFB,endocardial cell,cytokine-cell
2989,IFN1,conventional dendritic cell,cytokine-cell
2991,IL17,T-helper 9 cell,cytokine-cell
2993,IL23,memory T cell,cytokine-cell
2998,TGF,fat cell,cytokine-cell
3003,TGFB,intestinal epithelial cell,cytokine-cell
3007,IL16,astrocyte,cytokine-cell
3018,IFN1,paneth cell,cytokine-cell
3021,TGFB,dental pulp cell,cytokine-cell
